Product id,Part Number,"A (A=About, G=Generate, C=Customd, D=don�t touch)",Description,Highest similarity percentage,duplicates
69085,20AE022F0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 15 (20) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size D and powered with 600V AC 3 Phase and 3 Amps.",99.01960784,
69084,20AE027A0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 18.5 (25) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size D and powered with 600V AC 3 Phase and 3 Amps.",,2
69083,20AE027C3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 18.5 (25) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size D and powered with 600V AC 3 Phase and 3 Amps.",98.57142857,
69082,20AE027F0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 18.5 (25) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size D and powered with 600V AC 3 Phase and 3 Amps.",98.53658537,
69081,20AE032A0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 22 (30) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size D and powered with 600V AC 3 Phase and 3 Amps.",,2
69080,20AE032C3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 22 (30) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size D and powered with 600V AC 3 Phase and 3 Amps.",98.07692308,
69079,20AE032F0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 22 (30) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size D and powered with 600V AC 3 Phase and 3 Amps.",98.02955665,
69078,20AE041A0AYNANC0,G,"This Allen Bradley PowerFlex 70 is a 30 (40) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size E and powered with 600V AC 3 Phase and 3 Amps.",,2
69077,20AE041C3AYNANC0,G,"This Allen Bradley PowerFlex 70 is a 30 (40) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size E and powered with 600V AC 3 Phase and 3 Amps.",,2
69188,20AE041F0AYNANC0,G,"This Allen Bradley PowerFlex 70 is a 30 (40) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size E and powered with 600V AC 3 Phase and 3 Amps.",99.01477833,
69187,20AE041G3AYNANC0,G,"This Allen Bradley PowerFlex 70 is a 30 (40) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size E and powered with 600V AC 3 Phase and 3 Amps.",99.03846154,
69076,20AE052A0AYNANC0,G,"This Allen Bradley PowerFlex 70 is a 37 (50) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size E and powered with 600V AC 3 Phase and 3 Amps.",,2
69075,20AE052C3AYNANC0,G,"This Allen Bradley PowerFlex 70 is a 37 (50) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size E and powered with 600V AC 3 Phase and 3 Amps.",,2
69074,20AE052F0AYNANC0,G,"This Allen Bradley PowerFlex 70 is a 37 (50) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size E and powered with 600V AC 3 Phase and 3 Amps.",98.28850856,
69073,20AE052G3AYNANC0,G,"This Allen Bradley PowerFlex 70 is a 37 (50) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size E and powered with 600V AC 3 Phase and 3 Amps.",98.32935561,
69186,20AE0P9A0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,8
70192,20AE0P9A0AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,4
70166,20AE0P9A3AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,9
69185,20AE0P9C3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,6
69072,20AE0P9F0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,8
69071,20AE1P7A0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.75 (1.0) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,2
70181,20AE1P7A0AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.75 (1.0) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,2
70179,20AE1P7A1AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.75 (1.0) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",98.78345499,
70178,20AE1P7A3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.75 (1.0) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,2
70191,20AE1P7A3AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.75 (1.0) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",98.81235154,
69070,20AE1P7C3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.75 (1.0) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",98.81235154,
69069,20AE1P7F0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.75 (1.0) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",98.78345499,
69068,20AE2P7A0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 1.5 (2.0) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,2
70177,20AE2P7A0AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 1.5 (2.0) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,3
70190,20AE2P7A0AYNNRNN,G,"This Allen Bradley PowerFlex 70 is a 1.5 (2.0) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,3
70165,20AE2P7A0YNNNC0,G,"This Allen Bradley PowerFlex 70 is a 1.5 (2.0) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",97.56097561,
70176,20AE2P7A3AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 1.5 (2.0) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,4
70189,20AE2P7A3AYNNRNN,G,"This Allen Bradley PowerFlex 70 is a 1.5 (2.0) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,4
69067,20AE2P7C3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 1.5 (2.0) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",97.61904762,
69066,20AE2P7F0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 1.5 (2.0) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",96.83698297,
70175,20AE2P7F3AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 1.5 (2.0) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,4
70188,20AE2P7F3AYNNRNN,G,"This Allen Bradley PowerFlex 70 is a 1.5 (2.0) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",96.91211401,
69065,20AE3P9A0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,8
70174,20AE3P9A0AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,4
70187,20AE3P9A3AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,9
70169,20AE3P9A3AYYNRNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,9
69064,20AE3P9C3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,6
69063,20AE3P9F0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,8
70173,20AE3P9F3AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,9
69062,20AE6P1A0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,8
70180,20AE6P1A0AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,4
70186,20AE6P1A3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,6
70172,20AE6P1A3AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,9
70168,20AE6P1A3AYNNRNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,9
69061,20AE6P1C3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,6
70185,20AE6P1C3AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,9
69199,20AE6P1F0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,8
69200,20AE9P0A0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,8
70171,20AE9P0A0AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",97.57281553,
70170,20AE9P0A3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,6
70184,20AE9P0A3AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,9
69201,20AE9P0C3AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",97.63033175,
70183,20AE9P0C3AYNNNNN,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Standard Control, a Full Numeric LCD, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,9
69202,20AE9P0F0AYNNNC0,G,"This Allen Bradley PowerFlex 70 is a 0.37 (0.5) kW(Hp) AC Drive.  This PF 70 comes with Enhanced Control, a Blank Cover, and w/Brake. This AB VFD is Frame size A and powered with 600V AC 3 Phase and 3 Amps.",,8
6878,20BB015A0AYNBNC0,G,"This PowerFlex 700 drive is a 240V AC unit with 5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6879,20BB015A0AYNBNC1,G,"This PowerFlex 700 drive is a 240V AC unit with 5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54419,20BB015A3AYNBEC1,G,"This PowerFlex 700 drive is a 240V AC unit with 5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54418,20BB015A3AYNBND0,G,"<p>This PowerFlex 700 drive is a 240V AC unit with 5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1</p>
",,
54393,20BB015AYYBCA0,G,"This PowerFlex 700 drive is a 240V AC unit with 5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6880,20BB022A0AYNBNC0,G,"This PowerFlex 700 drive is a 240V AC unit with 7.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6881,20BB022A0AYNBNC0NNBA,G,"This PowerFlex 700 drive is a 240V AC unit with 7.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6882,20BB022A0AYNBNC1,G,"This PowerFlex 700 drive is a 240V AC unit with 7.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54402,20BB022A0AYNBND0,G,"This PowerFlex 700 drive is a 240V AC unit with 7.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54394,20BB022A2AYNBND1,G,"This PowerFlex 700 drive is a 240V AC unit with 7.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54417,20BB022A2AYYBRB0,G,"This PowerFlex 700 drive is a 240V AC unit with 7.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54416,20BB022A3AYYBCC1,G,"This PowerFlex 700 drive is a 240V AC unit with 7.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6883,20BB028A0AYNBNC0,G,"This PowerFlex 700 drive is a 240V AC unit with 10 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6884,20BB042A0AYNBNC0,G,"This PowerFlex 700 drive is a 240V AC unit with 15 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54407,20BB042A0AYNBND0,G,"This PowerFlex 700 drive is a 240V AC unit with 15 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54415,20BB042A3AYNBNB0,G,"This PowerFlex 700 drive is a 240V AC unit with 15 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54422,20BB042A3AYNBND0NNAD,G,"This PowerFlex 700 drive is a 240V AC unit with 15 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6885,20BB052A0AYNBNC0,G,"This PowerFlex 700 drive is a 240V AC unit with 20 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54414,20BB052A0AYNBND0,G,"This PowerFlex 700 drive is a 240V AC unit with 20 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54413,20BB052A0NYNADC1,G,"This PowerFlex 700 drive is a 240V AC unit with 20 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54405,20BB052A3AYNAEC1,G,"This PowerFlex 700 drive is a 240V AC unit with 20 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6886,20BB070A0ANNANC0,G,"This PowerFlex 700 drive is a 240V AC unit with 25 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6887,20BB080A0ANNANC0,G,"This PowerFlex 700 drive is a 240V AC unit with 30 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6888,20BB104A0ANNANC0,G,"This PowerFlex 700 drive is a 240V AC unit with 40 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54399,20BB104A3AYNANC0,G,"This PowerFlex 700 drive is a 240V AC unit with 40 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6889,20BB130A0ANNANC0,G,"This PowerFlex 700 drive is a 240V AC unit with 50 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54412,20BB130A0AYNAND0,G,"This PowerFlex 700 drive is a 240V AC unit with 50 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6890,20BB154A0ANNANC0,G,"This PowerFlex 700 drive is a 240V AC unit with 60 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6891,20BB192A0ANNANC0,G,"This PowerFlex 700 drive is a 240V AC unit with 75 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6892,20BB260A0ANNANC0,G,"This PowerFlex 700 drive is a 240V AC unit with 100 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6893,20BB2P2A0AYNBNC0,G,"This PowerFlex 700 drive is a 240V AC unit with 0.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54397,20BB2P2A0AYNBNC1,G,"This PowerFlex 700 drive is a 240V AC unit with 0.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54406,20BB2P2A3AYNBDC0,G,"This PowerFlex 700 drive is a 240V AC unit with 0.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54411,20BB2P2A3AYNBNC0,G,"This PowerFlex 700 drive is a 240V AC unit with 0.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54395,20BB2P2A3AYNBNC1,G,"This PowerFlex 700 drive is a 240V AC unit with 0.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54410,20BB2P2A3AYYBEC1,G,"This PowerFlex 700 drive is a 240V AC unit with 0.5 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6894,20BB4P2A0AYNBNC0,G,"This PowerFlex 700 drive is a 240V AC unit with 1 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54401,20BB4P2A0AYNBND0,G,"This PowerFlex 700 drive is a 240V AC unit with 1 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6895,20BB6P8A0AYNBNC0,G,"This PowerFlex 700 drive is a 240V AC unit with 2 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54421,20BB6P8A0AYNBND0NNAE,G,"This PowerFlex 700 drive is a 240V AC unit with 2 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54396,20BB6P8A0AYNBND1,G,"This PowerFlex 700 drive is a 240V AC unit with 2 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54400,20BB6P8A3AYNBCC1,G,"This PowerFlex 700 drive is a 240V AC unit with 2 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
6896,20BB9P6A0AYNBNC0,G,"This PowerFlex 700 drive is a 240V AC unit with 3 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
54398,20BB9P6A0AYNBND0,G,"This PowerFlex 700 drive is a 240V AC unit with 3 horsepower and has an Enclosure Type of IP20, NEMA/UL Type 1",,
